servicedate,stationname,validations
4/27/2020,Kenmore,337
4/27/2020,Lechmere,392
4/27/2020,Malden Center,883
4/27/2020,Massachusetts Ave.,563
4/27/2020,Maverick,1671
4/27/2020,North Quincy,395
4/27/2020,North Station,965
4/27/2020,Oak Grove,336
4/27/2020,Orient Heights,446
4/27/2020,Park Street,560
4/27/2020,Porter,390
4/27/2020,Prudential,164
4/27/2020,Quincy Adams,241
4/27/2020,Quincy Center,760
4/27/2020,Revere Beach,334
4/27/2020,Riverside,58
4/27/2020,Roxbury Crossing,329
4/27/2020,Ruggles,819
4/27/2020,Savin Hill,190
4/27/2020,Science Park,26
4/27/2020,Shawmut,331
4/27/2020,South Station,1158
4/27/2020,State Street,659
4/27/2020,Stony Brook,217
4/27/2020,Suffolk Downs,85
4/27/2020,Sullivan Square,914
4/27/2020,Symphony,114
4/27/2020,Tufts Medical Center,749
4/27/2020,Wellington,579
4/27/2020,Wollaston,249
4/27/2020,Wonderland,833
4/27/2020,Wood Island,213
4/27/2020,World Trade Center,67
4/28/2020,Airport,969
4/28/2020,Alewife,583
4/28/2020,Andrew,1042
4/28/2020,Aquarium,344
4/28/2020,Arlington,278
4/28/2020,Ashmont,1054
4/28/2020,Assembly,269
4/28/2020,Back Bay,875
4/28/2020,Beachmont,535
4/28/2020,Bowdoin,348
4/28/2020,Boylston,310
4/28/2020,Braintree,423
4/28/2020,Broadway,592
4/28/2020,Central,1249
4/28/2020,Charles/MGH,1416
4/28/2020,Chinatown,497
4/28/2020,Community College,283
4/28/2020,Copley,437
4/28/2020,Courthouse,179
4/28/2020,Davis,577
4/28/2020,Downtown Crossing,1343
4/28/2020,Fields Corner,721
4/28/2020,Forest Hills,1669
4/28/2020,Government Center,431
4/28/2020,Green Street,214
4/28/2020,Harvard,935
4/28/2020,Haymarket,1080
4/28/2020,Hynes Convention Center,320
4/28/2020,Jackson Square,883
4/28/2020,JFK/Umass,586
4/28/2020,Kendall/MIT,537
4/28/2020,Kenmore,429
4/28/2020,Lechmere,454
4/28/2020,Malden Center,1100
4/28/2020,Massachusetts Ave.,600
4/28/2020,Maverick,1638
4/28/2020,North Quincy,440
4/28/2020,North Station,941
4/28/2020,Oak Grove,348
4/28/2020,Orient Heights,619
4/28/2020,Park Street,747
4/28/2020,Porter,469
4/28/2020,Prudential,157
4/28/2020,Quincy Adams,270
4/28/2020,Quincy Center,878
4/28/2020,Revere Beach,534
4/28/2020,Riverside,95
4/28/2020,Roxbury Crossing,371
4/28/2020,Ruggles,899
4/28/2020,Savin Hill,220
4/28/2020,Science Park,49
4/28/2020,Shawmut,361
4/28/2020,South Station,1251
4/28/2020,State Street,819
4/28/2020,Stony Brook,254
4/28/2020,Suffolk Downs,108
4/28/2020,Sullivan Square,1052
4/28/2020,Symphony,123
4/28/2020,Tufts Medical Center,711
4/28/2020,Wellington,627
4/28/2020,Wollaston,363
4/28/2020,Wonderland,1015
4/28/2020,Wood Island,333
4/28/2020,World Trade Center,68
4/29/2020,Airport,875
4/29/2020,Alewife,608
4/29/2020,Andrew,1024
4/29/2020,Aquarium,360
4/29/2020,Arlington,284
4/29/2020,Ashmont,1343
4/29/2020,Assembly,239
4/29/2020,Back Bay,895
4/29/2020,Beachmont,514
4/29/2020,Bowdoin,358
4/29/2020,Boylston,331
4/29/2020,Braintree,406
4/29/2020,Broadway,593
4/29/2020,Central,1211
4/29/2020,Charles/MGH,1387
4/29/2020,Chinatown,453
4/29/2020,Community College,293
4/29/2020,Copley,443
4/29/2020,Courthouse,153
4/29/2020,Davis,497
4/29/2020,Downtown Crossing,1293
4/29/2020,Fields Corner,788
4/29/2020,Forest Hills,1674
4/29/2020,Government Center,430
4/29/2020,Green Street,203
4/29/2020,Harvard,974
4/29/2020,Haymarket,1066
4/29/2020,Hynes Convention Center,323
4/29/2020,Jackson Square,833
4/29/2020,JFK/Umass,637
4/29/2020,Kendall/MIT,565
4/29/2020,Kenmore,438
4/29/2020,Lechmere,424
4/29/2020,Malden Center,1080
4/29/2020,Massachusetts Ave.,627
4/29/2020,Maverick,1722
4/29/2020,North Quincy,486
4/29/2020,North Station,906
4/29/2020,Oak Grove,378
4/29/2020,Orient Heights,675
4/29/2020,Park Street,877
4/29/2020,Porter,452
4/29/2020,Prudential,144
4/29/2020,Quincy Adams,296
4/29/2020,Quincy Center,969
4/29/2020,Revere Beach,564
4/29/2020,Riverside,94
4/29/2020,Roxbury Crossing,388
4/29/2020,Ruggles,976
4/29/2020,Savin Hill,234
4/29/2020,Science Park,44
4/29/2020,Shawmut,311
4/29/2020,South Station,1231
4/29/2020,State Street,827
4/29/2020,Stony Brook,247
4/29/2020,Suffolk Downs,107
4/29/2020,Sullivan Square,1038
4/29/2020,Symphony,116
4/29/2020,Tufts Medical Center,749
4/29/2020,Wellington,618
4/29/2020,Wollaston,316
4/29/2020,Wonderland,1020
4/29/2020,Wood Island,340
4/29/2020,World Trade Center,57
4/30/2020,Airport,969
4/30/2020,Alewife,575
4/30/2020,Andrew,990
4/30/2020,Aquarium,326
4/30/2020,Arlington,281
4/30/2020,Ashmont,1310
4/30/2020,Assembly,216
4/30/2020,Back Bay,814
4/30/2020,Beachmont,523
4/30/2020,Bowdoin,329
4/30/2020,Boylston,335
4/30/2020,Braintree,401
4/30/2020,Broadway,574
4/30/2020,Central,1134
4/30/2020,Charles/MGH,1410
4/30/2020,Chinatown,461
4/30/2020,Community College,297
4/30/2020,Copley,411
4/30/2020,Courthouse,148
4/30/2020,Davis,544
4/30/2020,Downtown Crossing,1149
4/30/2020,Fields Corner,426
4/30/2020,Forest Hills,1700
4/30/2020,Government Center,401
4/30/2020,Green Street,211
4/30/2020,Harvard,980
4/30/2020,Haymarket,1083
4/30/2020,Hynes Convention Center,306
4/30/2020,Jackson Square,834
4/30/2020,JFK/Umass,547
4/30/2020,Kendall/MIT,504
4/30/2020,Kenmore,409
4/30/2020,Lechmere,435
4/30/2020,Malden Center,1020
4/30/2020,Massachusetts Ave.,636
4/30/2020,Maverick,1673
4/30/2020,North Quincy,438
4/30/2020,North Station,992
4/30/2020,Oak Grove,340
4/30/2020,Orient Heights,609
4/30/2020,Park Street,703
4/30/2020,Porter,468
4/30/2020,Prudential,133
4/30/2020,Quincy Adams,246
4/30/2020,Quincy Center,863
4/30/2020,Revere Beach,534
4/30/2020,Riverside,72
4/30/2020,Roxbury Crossing,415
4/30/2020,Ruggles,900
4/30/2020,Savin Hill,201
4/30/2020,Science Park,41
4/30/2020,Shawmut,290
4/30/2020,South Station,1204
4/30/2020,State Street,727
4/30/2020,Stony Brook,245
4/30/2020,Suffolk Downs,113
4/30/2020,Sullivan Square,1009
4/30/2020,Symphony,122
4/30/2020,Tufts Medical Center,696
4/30/2020,Wellington,630
4/30/2020,Wollaston,355
4/30/2020,Wonderland,956
4/30/2020,Wood Island,305
4/30/2020,World Trade Center,77
5/1/2020,Airport,967
5/1/2020,Alewife,607
5/1/2020,Andrew,1127
5/1/2020,Aquarium,359
5/1/2020,Arlington,279
5/1/2020,Ashmont,1486
5/1/2020,Assembly,253
5/1/2020,Back Bay,913
5/1/2020,Beachmont,506
5/1/2020,Bowdoin,338
5/1/2020,Boylston,295
5/1/2020,Braintree,404
5/1/2020,Broadway,535
5/1/2020,Central,1258
5/1/2020,Charles/MGH,1315
5/1/2020,Chinatown,449
5/1/2020,Community College,279
5/1/2020,Copley,424
5/1/2020,Courthouse,162
5/1/2020,Davis,591
5/1/2020,Downtown Crossing,1383
5/1/2020,Fields Corner,760
5/1/2020,Forest Hills,1685
5/1/2020,Government Center,506
5/1/2020,Green Street,235
5/1/2020,Harvard,981
5/1/2020,Haymarket,1202
5/1/2020,Hynes Convention Center,367
5/1/2020,Jackson Square,835
5/1/2020,JFK/Umass,533
5/1/2020,Kendall/MIT,542
5/1/2020,Kenmore,439
5/1/2020,Lechmere,449
5/1/2020,Malden Center,1061
5/1/2020,Massachusetts Ave.,662
5/1/2020,Maverick,1646
5/1/2020,North Quincy,441
5/1/2020,North Station,1162
5/1/2020,Oak Grove,345
5/1/2020,Orient Heights,635
5/1/2020,Park Street,723
5/1/2020,Porter,450
5/1/2020,Prudential,152
5/1/2020,Quincy Adams,244
5/1/2020,Quincy Center,860
5/1/2020,Revere Beach,554
5/1/2020,Riverside,64
5/1/2020,Roxbury Crossing,397
5/1/2020,Ruggles,928
5/1/2020,Savin Hill,240
5/1/2020,Science Park,38
5/1/2020,Shawmut,326
5/1/2020,South Station,1277
5/1/2020,State Street,765
5/1/2020,Stony Brook,247
5/1/2020,Suffolk Downs,113
5/1/2020,Sullivan Square,1069
5/1/2020,Symphony,107
5/1/2020,Tufts Medical Center,763
5/1/2020,Wellington,613
5/1/2020,Wollaston,312
5/1/2020,Wonderland,957
5/1/2020,Wood Island,332
5/1/2020,World Trade Center,61
5/2/2020,Airport,826
5/2/2020,Alewife,437
5/2/2020,Andrew,737
5/2/2020,Aquarium,307
5/2/2020,Arlington,185
5/2/2020,Ashmont,1048
5/2/2020,Assembly,242
5/2/2020,Back Bay,599
5/2/2020,Beachmont,378
5/2/2020,Bowdoin,194
5/2/2020,Boylston,220
5/2/2020,Braintree,271
5/2/2020,Broadway,392
5/2/2020,Central,1034
5/2/2020,Charles/MGH,648
5/2/2020,Chinatown,387
5/2/2020,Community College,217
5/2/2020,Copley,394
5/2/2020,Courthouse,93
5/2/2020,Davis,424
5/2/2020,Downtown Crossing,906
5/2/2020,Fields Corner,715
5/2/2020,Forest Hills,1194
5/2/2020,Government Center,274
5/2/2020,Green Street,153
5/2/2020,Harvard,792
5/2/2020,Haymarket,968
5/2/2020,Hynes Convention Center,286
5/2/2020,Jackson Square,639
5/2/2020,JFK/Umass,519
5/2/2020,Kendall/MIT,308
5/2/2020,Kenmore,386
5/2/2020,Lechmere,363
5/2/2020,Malden Center,739
5/2/2020,Massachusetts Ave.,460
5/2/2020,Maverick,1277
5/2/2020,North Quincy,329
5/2/2020,North Station,650
5/2/2020,Oak Grove,256
5/2/2020,Orient Heights,525
5/2/2020,Park Street,611
5/2/2020,Porter,337
5/2/2020,Prudential,111
5/2/2020,Quincy Adams,146
5/2/2020,Quincy Center,732
5/2/2020,Revere Beach,458
5/2/2020,Riverside,38
5/2/2020,Roxbury Crossing,302
5/2/2020,Ruggles,614
5/2/2020,Savin Hill,182
5/2/2020,Science Park,33
5/2/2020,Shawmut,178
5/2/2020,South Station,808
5/2/2020,State Street,467
5/2/2020,Stony Brook,173
5/2/2020,Suffolk Downs,72
5/2/2020,Sullivan Square,715
5/2/2020,Symphony,115
5/2/2020,Tufts Medical Center,440
5/2/2020,Wellington,455
5/2/2020,Wollaston,242
5/2/2020,Wonderland,713
5/2/2020,Wood Island,243
5/2/2020,World Trade Center,42
5/3/2020,Airport,767
5/3/2020,Alewife,356
5/3/2020,Andrew,584
5/3/2020,Aquarium,290
5/3/2020,Arlington,152
5/3/2020,Ashmont,778
5/3/2020,Assembly,170
5/3/2020,Back Bay,488
5/3/2020,Beachmont,305
5/3/2020,Bowdoin,161
5/3/2020,Boylston,195
5/3/2020,Braintree,221
5/3/2020,Broadway,360
5/3/2020,Central,789
5/3/2020,Charles/MGH,584
5/3/2020,Chinatown,253
5/3/2020,Community College,222
5/3/2020,Copley,333
5/3/2020,Courthouse,102
5/3/2020,Davis,403
5/3/2020,Downtown Crossing,676
5/3/2020,Fields Corner,629
5/3/2020,Forest Hills,937
5/3/2020,Government Center,233
5/3/2020,Green Street,148
5/3/2020,Harvard,666
5/3/2020,Haymarket,539
5/3/2020,Hynes Convention Center,207
5/3/2020,Jackson Square,491
5/3/2020,JFK/Umass,393
5/3/2020,Kendall/MIT,276
5/3/2020,Kenmore,334
5/3/2020,Lechmere,238
5/3/2020,Malden Center,620
5/3/2020,Massachusetts Ave.,378
5/3/2020,Maverick,1082
5/3/2020,North Quincy,231
5/3/2020,North Station,509
5/3/2020,Oak Grove,211
5/3/2020,Orient Heights,416
5/3/2020,Park Street,575
5/3/2020,Porter,309
5/3/2020,Prudential,83
5/3/2020,Quincy Adams,141
5/3/2020,Quincy Center,526
5/3/2020,Revere Beach,372
5/3/2020,Riverside,48
5/3/2020,Roxbury Crossing,271
5/3/2020,Ruggles,465
5/3/2020,Savin Hill,178
5/3/2020,Science Park,28
5/3/2020,Shawmut,163
5/3/2020,South Station,643
5/3/2020,State Street,357
5/3/2020,Stony Brook,149
5/3/2020,Suffolk Downs,78
5/3/2020,Sullivan Square,584
5/3/2020,Symphony,85
5/3/2020,Tufts Medical Center,368
5/3/2020,Wellington,362
5/3/2020,Wollaston,188
5/3/2020,Wonderland,604
5/3/2020,Wood Island,183
5/3/2020,World Trade Center,46
5/4/2020,Airport,1062
5/4/2020,Alewife,625
5/4/2020,Andrew,1197
5/4/2020,Aquarium,418
5/4/2020,Arlington,313
5/4/2020,Ashmont,1541
5/4/2020,Assembly,261
5/4/2020,Back Bay,917
5/4/2020,Beachmont,558
5/4/2020,Bowdoin,366
5/4/2020,Boylston,300
5/4/2020,Braintree,418
5/4/2020,Broadway,626
5/4/2020,Central,1311
5/4/2020,Charles/MGH,1420
5/4/2020,Chinatown,475
5/4/2020,Community College,284
5/4/2020,Copley,463
5/4/2020,Courthouse,152
5/4/2020,Davis,582
5/4/2020,Downtown Crossing,1485
5/4/2020,Fields Corner,900
5/4/2020,Forest Hills,1701
5/4/2020,Government Center,464
5/4/2020,Green Street,203
5/4/2020,Harvard,1010
5/4/2020,Haymarket,1155
5/4/2020,Hynes Convention Center,322
5/4/2020,Jackson Square,906
5/4/2020,JFK/Umass,574
5/4/2020,Kendall/MIT,581
5/4/2020,Kenmore,429
5/4/2020,Lechmere,431
5/4/2020,Malden Center,1154
5/4/2020,Massachusetts Ave.,743
5/4/2020,Maverick,1815
5/4/2020,North Quincy,476
5/4/2020,North Station,976
5/4/2020,Oak Grove,406
5/4/2020,Orient Heights,713
5/4/2020,Park Street,957
5/4/2020,Porter,450
5/4/2020,Prudential,152
5/4/2020,Quincy Adams,286
5/4/2020,Quincy Center,933
5/4/2020,Revere Beach,624
5/4/2020,Riverside,78
5/4/2020,Roxbury Crossing,431
5/4/2020,Ruggles,991
5/4/2020,Savin Hill,263
5/4/2020,Science Park,51
5/4/2020,Shawmut,331
5/4/2020,South Station,1232
5/4/2020,State Street,902
5/4/2020,Stony Brook,237
5/4/2020,Suffolk Downs,123
5/4/2020,Sullivan Square,1096
5/4/2020,Symphony,134
5/4/2020,Tufts Medical Center,735
5/4/2020,Wellington,668
5/4/2020,Wollaston,314
5/4/2020,Wonderland,1049
5/4/2020,Wood Island,359
5/4/2020,World Trade Center,83
5/5/2020,Airport,1085
5/5/2020,Alewife,627
5/5/2020,Andrew,1210
5/5/2020,Aquarium,419
5/5/2020,Arlington,290
5/5/2020,Ashmont,1581
5/5/2020,Assembly,289
5/5/2020,Back Bay,943
5/5/2020,Beachmont,582
5/5/2020,Bowdoin,411
5/5/2020,Boylston,329
5/5/2020,Braintree,431
5/5/2020,Broadway,619
5/5/2020,Central,1319
5/5/2020,Charles/MGH,1422
5/5/2020,Chinatown,504
5/5/2020,Community College,308
5/5/2020,Copley,460
5/5/2020,Courthouse,172
5/5/2020,Davis,564
5/5/2020,Downtown Crossing,1425
5/5/2020,Fields Corner,946
5/5/2020,Forest Hills,1785
5/5/2020,Government Center,472
5/5/2020,Green Street,236
5/5/2020,Harvard,1017
5/5/2020,Haymarket,1180
5/5/2020,Hynes Convention Center,333
5/5/2020,Jackson Square,944
5/5/2020,JFK/Umass,637
5/5/2020,Kendall/MIT,631
5/5/2020,Kenmore,442
5/5/2020,Lechmere,483
5/5/2020,Malden Center,1124
5/5/2020,Massachusetts Ave.,706
5/5/2020,Maverick,1840
5/5/2020,North Quincy,488
5/5/2020,North Station,983
5/5/2020,Oak Grove,378
5/5/2020,Orient Heights,738
5/5/2020,Park Street,757
5/5/2020,Porter,483
5/5/2020,Prudential,151
5/5/2020,Quincy Adams,342
5/5/2020,Quincy Center,934
5/5/2020,Revere Beach,655
5/5/2020,Riverside,89
5/5/2020,Roxbury Crossing,424
5/5/2020,Ruggles,971
5/5/2020,Savin Hill,260
5/5/2020,Science Park,51
5/5/2020,Shawmut,360
5/5/2020,South Station,1268
5/5/2020,State Street,900
5/5/2020,Stony Brook,277
5/5/2020,Suffolk Downs,127
5/5/2020,Sullivan Square,1156
5/5/2020,Symphony,157
5/5/2020,Tufts Medical Center,791
5/5/2020,Wellington,680
5/5/2020,Wollaston,298
5/5/2020,Wonderland,1102
5/5/2020,Wood Island,382
5/5/2020,World Trade Center,76
5/6/2020,Airport,1073
5/6/2020,Alewife,618
5/6/2020,Andrew,1021
5/6/2020,Aquarium,409
5/6/2020,Arlington,274
5/6/2020,Ashmont,1550
5/6/2020,Assembly,245
5/6/2020,Back Bay,942
5/6/2020,Beachmont,507
5/6/2020,Bowdoin,381
5/6/2020,Boylston,316
5/6/2020,Braintree,421
5/6/2020,Broadway,585
5/6/2020,Central,1261
5/6/2020,Charles/MGH,1442
5/6/2020,Chinatown,498
5/6/2020,Community College,290
5/6/2020,Copley,490
5/6/2020,Courthouse,158
5/6/2020,Davis,561
5/6/2020,Downtown Crossing,1331
5/6/2020,Fields Corner,860
5/6/2020,Forest Hills,1764
5/6/2020,Government Center,457
5/6/2020,Green Street,209
5/6/2020,Harvard,976
5/6/2020,Haymarket,1129
5/6/2020,Hynes Convention Center,334
5/6/2020,Jackson Square,837
5/6/2020,JFK/Umass,654
5/6/2020,Kendall/MIT,560
5/6/2020,Kenmore,452
5/6/2020,Lechmere,444
5/6/2020,Malden Center,1097
5/6/2020,Massachusetts Ave.,684
5/6/2020,Maverick,1851
5/6/2020,North Quincy,470
5/6/2020,North Station,997
5/6/2020,Oak Grove,402
5/6/2020,Orient Heights,702
5/6/2020,Park Street,815
5/6/2020,Porter,474
5/6/2020,Prudential,138
5/6/2020,Quincy Adams,297
5/6/2020,Quincy Center,957
5/6/2020,Revere Beach,646
5/6/2020,Riverside,87
5/6/2020,Roxbury Crossing,390
5/6/2020,Ruggles,923
5/6/2020,Savin Hill,239
5/6/2020,Science Park,49
5/6/2020,Shawmut,325
5/6/2020,South Station,1271
5/6/2020,State Street,899
5/6/2020,Stony Brook,236
5/6/2020,Suffolk Downs,136
5/6/2020,Sullivan Square,1068
5/6/2020,Symphony,126
5/6/2020,Tufts Medical Center,739
5/6/2020,Wellington,700
5/6/2020,Wollaston,332
5/6/2020,Wonderland,1097
5/6/2020,Wood Island,377
5/6/2020,World Trade Center,94
5/7/2020,Airport,1105
5/7/2020,Alewife,620
5/7/2020,Andrew,1133
5/7/2020,Aquarium,440
5/7/2020,Arlington,288
5/7/2020,Ashmont,1628
5/7/2020,Assembly,259
5/7/2020,Back Bay,872
5/7/2020,Beachmont,570
5/7/2020,Bowdoin,337
5/7/2020,Boylston,354
5/7/2020,Braintree,458
5/7/2020,Broadway,632
5/7/2020,Central,1311
5/7/2020,Charles/MGH,1409
5/7/2020,Chinatown,484
5/7/2020,Community College,331
5/7/2020,Copley,431
5/7/2020,Courthouse,148
5/7/2020,Davis,601
5/7/2020,Downtown Crossing,1288
5/7/2020,Fields Corner,829
5/7/2020,Forest Hills,1808
5/7/2020,Government Center,447
5/7/2020,Green Street,218
5/7/2020,Harvard,1006
5/7/2020,Haymarket,1215
5/7/2020,Hynes Convention Center,342
5/7/2020,Jackson Square,900
5/7/2020,JFK/Umass,647
5/7/2020,Kendall/MIT,608
5/7/2020,Kenmore,438
5/7/2020,Lechmere,461
5/7/2020,Malden Center,1130
5/7/2020,Massachusetts Ave.,695
5/7/2020,Maverick,1921
5/7/2020,North Quincy,481
5/7/2020,North Station,1005
5/7/2020,Oak Grove,375
5/7/2020,Orient Heights,722
5/7/2020,Park Street,776
5/7/2020,Porter,457
5/7/2020,Prudential,138
5/7/2020,Quincy Adams,280
5/7/2020,Quincy Center,947
5/7/2020,Revere Beach,647
5/7/2020,Riverside,77
5/7/2020,Roxbury Crossing,438
5/7/2020,Ruggles,912
5/7/2020,Savin Hill,219
5/7/2020,Science Park,64
5/7/2020,Shawmut,318
5/7/2020,South Station,1276
5/7/2020,State Street,880
5/7/2020,Stony Brook,279
5/7/2020,Suffolk Downs,119
5/7/2020,Sullivan Square,1120
5/7/2020,Symphony,124
5/7/2020,Tufts Medical Center,747
5/7/2020,Wellington,698
5/7/2020,Wollaston,358
5/7/2020,Wonderland,1106
5/7/2020,Wood Island,373
5/7/2020,World Trade Center,66
5/8/2020,Airport,1156
5/8/2020,Alewife,676
5/8/2020,Andrew,1179
5/8/2020,Aquarium,418
5/8/2020,Arlington,336
5/8/2020,Ashmont,1564
5/8/2020,Assembly,299
5/8/2020,Back Bay,964
5/8/2020,Beachmont,575
5/8/2020,Bowdoin,380
5/8/2020,Boylston,345
5/8/2020,Braintree,436
5/8/2020,Broadway,605
5/8/2020,Central,1356
5/8/2020,Charles/MGH,1432
5/8/2020,Chinatown,468
5/8/2020,Community College,310
5/8/2020,Copley,498
5/8/2020,Courthouse,179
5/8/2020,Davis,638
5/8/2020,Downtown Crossing,1442
5/8/2020,Fields Corner,874
5/8/2020,Forest Hills,1847
5/8/2020,Government Center,553
5/8/2020,Green Street,236
5/8/2020,Harvard,1049
5/8/2020,Haymarket,1394
5/8/2020,Hynes Convention Center,361
5/8/2020,Jackson Square,886
5/8/2020,JFK/Umass,640
5/8/2020,Kendall/MIT,599
5/8/2020,Kenmore,482
5/8/2020,Lechmere,477
5/8/2020,Malden Center,1163
5/8/2020,Massachusetts Ave.,674
5/8/2020,Maverick,1970
5/8/2020,North Quincy,460
5/8/2020,North Station,1002
5/8/2020,Oak Grove,396
5/8/2020,Orient Heights,726
5/8/2020,Park Street,774
5/8/2020,Porter,486
5/8/2020,Prudential,94
5/8/2020,Quincy Adams,264
5/8/2020,Quincy Center,954
5/8/2020,Revere Beach,662
5/8/2020,Riverside,90
5/8/2020,Roxbury Crossing,471
5/8/2020,Ruggles,961
5/8/2020,Savin Hill,261
5/8/2020,Science Park,61
5/8/2020,Shawmut,361
5/8/2020,South Station,1332
5/8/2020,State Street,938
5/8/2020,Stony Brook,282
5/8/2020,Suffolk Downs,136
5/8/2020,Sullivan Square,1196
5/8/2020,Symphony,178
5/8/2020,Tufts Medical Center,791
5/8/2020,Wellington,691
5/8/2020,Wollaston,364
5/8/2020,Wonderland,1126
5/8/2020,Wood Island,381
5/8/2020,World Trade Center,80
5/9/2020,Airport,798
5/9/2020,Alewife,376
5/9/2020,Andrew,706
5/9/2020,Aquarium,231
5/9/2020,Arlington,268
5/9/2020,Ashmont,1007
5/9/2020,Assembly,184
5/9/2020,Back Bay,684
5/9/2020,Beachmont,366
5/9/2020,Bowdoin,174
5/9/2020,Boylston,236
5/9/2020,Braintree,197
5/9/2020,Broadway,399
5/9/2020,Central,1037
5/9/2020,Charles/MGH,611
5/9/2020,Chinatown,466
5/9/2020,Community College,192
5/9/2020,Copley,399
5/9/2020,Courthouse,98
5/9/2020,Davis,393
5/9/2020,Downtown Crossing,922
5/9/2020,Fields Corner,659
5/9/2020,Forest Hills,1058
5/9/2020,Government Center,356
5/9/2020,Green Street,136
5/9/2020,Harvard,757
5/9/2020,Haymarket,924
5/9/2020,Hynes Convention Center,254
5/9/2020,Jackson Square,621
5/9/2020,JFK/Umass,431
5/9/2020,Kendall/MIT,364
5/9/2020,Kenmore,303
5/9/2020,Lechmere,310
5/9/2020,Malden Center,660
5/9/2020,Massachusetts Ave.,446
5/9/2020,Maverick,1301
5/9/2020,North Quincy,285
5/9/2020,North Station,586
5/9/2020,Oak Grove,250
5/9/2020,Orient Heights,481
5/9/2020,Park Street,678
5/9/2020,Porter,337
5/9/2020,Prudential,99
5/9/2020,Quincy Adams,129
5/9/2020,Quincy Center,610
5/9/2020,Revere Beach,462
5/9/2020,Riverside,29
5/9/2020,Roxbury Crossing,271
5/9/2020,Ruggles,596
5/9/2020,Savin Hill,139
5/9/2020,Science Park,25
5/9/2020,Shawmut,178
5/9/2020,South Station,750
5/9/2020,State Street,528
5/9/2020,Stony Brook,155
5/9/2020,Suffolk Downs,88
5/9/2020,Sullivan Square,716
5/9/2020,Symphony,113
5/9/2020,Tufts Medical Center,462
5/9/2020,Wellington,434
5/9/2020,Wollaston,207
5/9/2020,Wonderland,635
5/9/2020,Wood Island,188
5/9/2020,World Trade Center,51
5/10/2020,Airport,735
5/10/2020,Alewife,399
5/10/2020,Andrew,580
5/10/2020,Aquarium,237
5/10/2020,Arlington,159
5/10/2020,Ashmont,800
5/10/2020,Assembly,161
5/10/2020,Back Bay,539
5/10/2020,Beachmont,327
5/10/2020,Bowdoin,153
5/10/2020,Boylston,180
5/10/2020,Braintree,202
5/10/2020,Broadway,318
5/10/2020,Central,843
5/10/2020,Charles/MGH,518
5/10/2020,Chinatown,306
5/10/2020,Community College,193
5/10/2020,Copley,355
5/10/2020,Courthouse,96
5/10/2020,Davis,349
5/10/2020,Downtown Crossing,662
5/10/2020,Fields Corner,624
5/10/2020,Forest Hills,936
5/10/2020,Government Center,178
5/10/2020,Green Street,128
5/10/2020,Harvard,676
5/10/2020,Haymarket,623
5/10/2020,Hynes Convention Center,196
5/10/2020,Jackson Square,502
5/10/2020,JFK/Umass,386
5/10/2020,Kendall/MIT,265
5/10/2020,Kenmore,268
5/10/2020,Lechmere,245
5/10/2020,Malden Center,568
5/10/2020,Massachusetts Ave.,347
5/10/2020,Maverick,1058
5/10/2020,North Quincy,231
5/10/2020,North Station,536
5/10/2020,Oak Grove,210
5/10/2020,Orient Heights,403
5/10/2020,Park Street,496
5/10/2020,Porter,264
5/10/2020,Prudential,93
5/10/2020,Quincy Adams,132
5/10/2020,Quincy Center,527
5/10/2020,Revere Beach,363
5/10/2020,Riverside,25
5/10/2020,Roxbury Crossing,243
5/10/2020,Ruggles,492
5/10/2020,Savin Hill,172
5/10/2020,Science Park,22
5/10/2020,Shawmut,161
5/10/2020,South Station,609
5/10/2020,State Street,370
5/10/2020,Stony Brook,142
5/10/2020,Suffolk Downs,72
5/10/2020,Sullivan Square,566
5/10/2020,Symphony,92
5/10/2020,Tufts Medical Center,349
5/10/2020,Wellington,357
5/10/2020,Wollaston,190
5/10/2020,Wonderland,523
5/10/2020,Wood Island,199
5/10/2020,World Trade Center,44
5/11/2020,Airport,1080
5/11/2020,Alewife,600
5/11/2020,Andrew,1094
5/11/2020,Aquarium,381
5/11/2020,Arlington,290
5/11/2020,Ashmont,1482
5/11/2020,Assembly,234
5/11/2020,Back Bay,859
5/11/2020,Beachmont,533
5/11/2020,Bowdoin,371
5/11/2020,Boylston,331
5/11/2020,Braintree,402
5/11/2020,Broadway,520
5/11/2020,Central,1211
5/11/2020,Charles/MGH,1411
5/11/2020,Chinatown,465
5/11/2020,Community College,237
5/11/2020,Copley,476
5/11/2020,Courthouse,161
5/11/2020,Davis,561
5/11/2020,Downtown Crossing,1318
5/11/2020,Fields Corner,820
5/11/2020,Forest Hills,1711
5/11/2020,Government Center,429
5/11/2020,Green Street,200
5/11/2020,Harvard,1043
5/11/2020,Haymarket,1118
5/11/2020,Hynes Convention Center,303
5/11/2020,Jackson Square,872
5/11/2020,JFK/Umass,511
5/11/2020,Kendall/MIT,573
5/11/2020,Kenmore,407
5/11/2020,Lechmere,452
5/11/2020,Malden Center,1085
5/11/2020,Massachusetts Ave.,680
5/11/2020,Maverick,1803
5/11/2020,North Quincy,471
5/11/2020,North Station,976
5/11/2020,Oak Grove,360
5/11/2020,Orient Heights,630
5/11/2020,Park Street,822
5/11/2020,Porter,484
5/11/2020,Prudential,181
5/11/2020,Quincy Adams,287
5/11/2020,Quincy Center,884
5/11/2020,Revere Beach,596
5/11/2020,Riverside,70
5/11/2020,Roxbury Crossing,368
5/11/2020,Ruggles,963
