servicedate,stationname,validations
5/11/2020,Savin Hill,230
5/11/2020,Science Park,55
5/11/2020,Shawmut,347
5/11/2020,South Station,1298
5/11/2020,State Street,888
5/11/2020,Stony Brook,233
5/11/2020,Suffolk Downs,105
5/11/2020,Sullivan Square,1110
5/11/2020,Symphony,126
5/11/2020,Tufts Medical Center,800
5/11/2020,Wellington,685
5/11/2020,Wollaston,319
5/11/2020,Wonderland,987
5/11/2020,Wood Island,321
5/11/2020,World Trade Center,84
5/12/2020,Airport,1136
5/12/2020,Alewife,670
5/12/2020,Andrew,1196
5/12/2020,Aquarium,429
5/12/2020,Arlington,285
5/12/2020,Ashmont,1551
5/12/2020,Assembly,282
5/12/2020,Back Bay,982
5/12/2020,Beachmont,618
5/12/2020,Bowdoin,368
5/12/2020,Boylston,342
5/12/2020,Braintree,471
5/12/2020,Broadway,603
5/12/2020,Central,1358
5/12/2020,Charles/MGH,1503
5/12/2020,Chinatown,519
5/12/2020,Community College,308
5/12/2020,Copley,527
5/12/2020,Courthouse,182
5/12/2020,Davis,600
5/12/2020,Downtown Crossing,1386
5/12/2020,Fields Corner,880
5/12/2020,Forest Hills,1778
5/12/2020,Government Center,509
5/12/2020,Green Street,221
5/12/2020,Harvard,1039
5/12/2020,Haymarket,1125
5/12/2020,Hynes Convention Center,337
5/12/2020,Jackson Square,897
5/12/2020,JFK/Umass,601
5/12/2020,Kendall/MIT,644
5/12/2020,Kenmore,444
5/12/2020,Lechmere,484
5/12/2020,Malden Center,1193
5/12/2020,Massachusetts Ave.,670
5/12/2020,Maverick,1983
5/12/2020,North Quincy,489
5/12/2020,North Station,1020
5/12/2020,Oak Grove,350
5/12/2020,Orient Heights,790
5/12/2020,Park Street,808
5/12/2020,Porter,524
5/12/2020,Prudential,138
5/12/2020,Quincy Adams,298
5/12/2020,Quincy Center,957
5/12/2020,Revere Beach,664
5/12/2020,Riverside,94
5/12/2020,Roxbury Crossing,313
5/12/2020,Ruggles,959
5/12/2020,Savin Hill,289
5/12/2020,Science Park,48
5/12/2020,Shawmut,369
5/12/2020,South Station,1315
5/12/2020,State Street,924
5/12/2020,Stony Brook,260
5/12/2020,Suffolk Downs,152
5/12/2020,Sullivan Square,1235
5/12/2020,Symphony,139
5/12/2020,Tufts Medical Center,806
5/12/2020,Wellington,699
5/12/2020,Wollaston,357
5/12/2020,Wonderland,1108
5/12/2020,Wood Island,444
5/12/2020,World Trade Center,90
5/13/2020,Airport,1163
5/13/2020,Alewife,753
5/13/2020,Andrew,1120
5/13/2020,Aquarium,478
5/13/2020,Arlington,282
5/13/2020,Ashmont,1577
5/13/2020,Assembly,305
5/13/2020,Back Bay,938
5/13/2020,Beachmont,614
5/13/2020,Bowdoin,367
5/13/2020,Boylston,327
5/13/2020,Braintree,459
5/13/2020,Broadway,623
5/13/2020,Central,1424
5/13/2020,Charles/MGH,1505
5/13/2020,Chinatown,507
5/13/2020,Community College,356
5/13/2020,Copley,530
5/13/2020,Courthouse,172
5/13/2020,Davis,632
5/13/2020,Downtown Crossing,1377
5/13/2020,Fields Corner,857
5/13/2020,Forest Hills,1936
5/13/2020,Government Center,475
5/13/2020,Green Street,237
5/13/2020,Harvard,1064
5/13/2020,Haymarket,1227
5/13/2020,Hynes Convention Center,331
5/13/2020,Jackson Square,889
5/13/2020,JFK/Umass,685
5/13/2020,Kendall/MIT,603
5/13/2020,Kenmore,463
5/13/2020,Lechmere,469
5/13/2020,Malden Center,1133
5/13/2020,Massachusetts Ave.,744
5/13/2020,Maverick,2005
5/13/2020,North Quincy,495
5/13/2020,North Station,1044
5/13/2020,Oak Grove,337
5/13/2020,Orient Heights,741
5/13/2020,Park Street,939
5/13/2020,Porter,521
5/13/2020,Prudential,165
5/13/2020,Quincy Adams,322
5/13/2020,Quincy Center,1003
5/13/2020,Revere Beach,690
5/13/2020,Riverside,90
5/13/2020,Roxbury Crossing,430
5/13/2020,Ruggles,1001
5/13/2020,Savin Hill,272
5/13/2020,Science Park,42
5/13/2020,Shawmut,343
5/13/2020,South Station,1262
5/13/2020,State Street,889
5/13/2020,Stony Brook,214
5/13/2020,Suffolk Downs,133
5/13/2020,Sullivan Square,1228
5/13/2020,Symphony,161
5/13/2020,Tufts Medical Center,781
5/13/2020,Wellington,753
5/13/2020,Wollaston,351
5/13/2020,Wonderland,1123
5/13/2020,Wood Island,386
5/13/2020,World Trade Center,90
5/14/2020,Airport,1209
5/14/2020,Alewife,669
5/14/2020,Andrew,1201
5/14/2020,Aquarium,478
5/14/2020,Arlington,319
5/14/2020,Ashmont,1605
5/14/2020,Assembly,324
5/14/2020,Back Bay,962
5/14/2020,Beachmont,643
5/14/2020,Bowdoin,381
5/14/2020,Boylston,354
5/14/2020,Braintree,482
5/14/2020,Broadway,612
5/14/2020,Central,1417
5/14/2020,Charles/MGH,1512
5/14/2020,Chinatown,578
5/14/2020,Community College,361
5/14/2020,Copley,536
5/14/2020,Courthouse,164
5/14/2020,Davis,643
5/14/2020,Downtown Crossing,1470
5/14/2020,Fields Corner,900
5/14/2020,Forest Hills,1896
5/14/2020,Government Center,480
5/14/2020,Green Street,264
5/14/2020,Harvard,1162
5/14/2020,Haymarket,1310
5/14/2020,Hynes Convention Center,377
5/14/2020,Jackson Square,958
5/14/2020,JFK/Umass,724
5/14/2020,Kendall/MIT,603
5/14/2020,Kenmore,479
5/14/2020,Lechmere,503
5/14/2020,Malden Center,1203
5/14/2020,Massachusetts Ave.,758
5/14/2020,Maverick,2102
5/14/2020,North Quincy,504
5/14/2020,North Station,1051
5/14/2020,Oak Grove,352
5/14/2020,Orient Heights,846
5/14/2020,Park Street,852
5/14/2020,Porter,520
5/14/2020,Prudential,146
5/14/2020,Quincy Adams,287
5/14/2020,Quincy Center,982
5/14/2020,Revere Beach,711
5/14/2020,Riverside,69
5/14/2020,Roxbury Crossing,396
5/14/2020,Ruggles,1030
5/14/2020,Savin Hill,242
5/14/2020,Science Park,50
5/14/2020,Shawmut,344
5/14/2020,South Station,1271
5/14/2020,State Street,912
5/14/2020,Stony Brook,258
5/14/2020,Suffolk Downs,141
5/14/2020,Sullivan Square,1195
5/14/2020,Symphony,141
5/14/2020,Tufts Medical Center,805
5/14/2020,Wellington,768
5/14/2020,Wollaston,375
5/14/2020,Wonderland,1167
5/14/2020,Wood Island,429
5/14/2020,World Trade Center,66
5/15/2020,Airport,1258
5/15/2020,Alewife,687
5/15/2020,Andrew,1115
5/15/2020,Aquarium,537
5/15/2020,Arlington,334
5/15/2020,Ashmont,1693
5/15/2020,Assembly,301
5/15/2020,Back Bay,997
5/15/2020,Beachmont,659
5/15/2020,Bowdoin,386
5/15/2020,Boylston,332
5/15/2020,Braintree,448
5/15/2020,Broadway,645
5/15/2020,Central,1413
5/15/2020,Charles/MGH,1449
5/15/2020,Chinatown,505
5/15/2020,Community College,318
5/15/2020,Copley,557
5/15/2020,Courthouse,178
5/15/2020,Davis,661
5/15/2020,Downtown Crossing,1387
5/15/2020,Fields Corner,959
5/15/2020,Forest Hills,1926
5/15/2020,Government Center,545
5/15/2020,Green Street,247
5/15/2020,Harvard,1151
5/15/2020,Haymarket,1488
5/15/2020,Hynes Convention Center,388
5/15/2020,Jackson Square,936
5/15/2020,JFK/Umass,615
5/15/2020,Kendall/MIT,614
5/15/2020,Kenmore,483
5/15/2020,Lechmere,496
5/15/2020,Malden Center,1147
5/15/2020,Massachusetts Ave.,762
5/15/2020,Maverick,2203
5/15/2020,North Quincy,496
5/15/2020,North Station,1132
5/15/2020,Oak Grove,361
5/15/2020,Orient Heights,803
5/15/2020,Park Street,910
5/15/2020,Porter,454
5/15/2020,Prudential,151
5/15/2020,Quincy Adams,305
5/15/2020,Quincy Center,1059
5/15/2020,Revere Beach,751
5/15/2020,Riverside,65
5/15/2020,Roxbury Crossing,415
5/15/2020,Ruggles,966
5/15/2020,Savin Hill,272
5/15/2020,Science Park,47
5/15/2020,Shawmut,374
5/15/2020,South Station,1309
5/15/2020,State Street,889
5/15/2020,Stony Brook,282
5/15/2020,Suffolk Downs,121
5/15/2020,Sullivan Square,1159
5/15/2020,Symphony,142
5/15/2020,Tufts Medical Center,789
5/15/2020,Wellington,747
5/15/2020,Wollaston,341
5/15/2020,Wonderland,1123
5/15/2020,Wood Island,434
5/15/2020,World Trade Center,79
5/16/2020,Airport,947
5/16/2020,Alewife,478
5/16/2020,Andrew,764
5/16/2020,Aquarium,381
5/16/2020,Arlington,185
5/16/2020,Ashmont,1117
5/16/2020,Assembly,243
5/16/2020,Back Bay,745
5/16/2020,Beachmont,480
5/16/2020,Bowdoin,200
5/16/2020,Boylston,255
5/16/2020,Braintree,265
5/16/2020,Broadway,402
5/16/2020,Central,1112
5/16/2020,Charles/MGH,686
5/16/2020,Chinatown,375
5/16/2020,Community College,240
5/16/2020,Copley,484
5/16/2020,Courthouse,112
5/16/2020,Davis,479
5/16/2020,Downtown Crossing,792
5/16/2020,Fields Corner,679
5/16/2020,Forest Hills,1318
5/16/2020,Government Center,349
5/16/2020,Green Street,163
5/16/2020,Harvard,740
5/16/2020,Haymarket,1088
5/16/2020,Hynes Convention Center,308
5/16/2020,Jackson Square,687
5/16/2020,JFK/Umass,518
5/16/2020,Kendall/MIT,395
5/16/2020,Kenmore,334
5/16/2020,Lechmere,380
5/16/2020,Malden Center,859
5/16/2020,Massachusetts Ave.,476
5/16/2020,Maverick,1676
5/16/2020,North Quincy,317
5/16/2020,North Station,758
5/16/2020,Oak Grove,282
5/16/2020,Orient Heights,606
5/16/2020,Park Street,702
5/16/2020,Porter,376
5/16/2020,Prudential,117
5/16/2020,Quincy Adams,162
5/16/2020,Quincy Center,739
5/16/2020,Revere Beach,524
5/16/2020,Riverside,37
5/16/2020,Roxbury Crossing,310
5/16/2020,Ruggles,708
5/16/2020,Savin Hill,189
5/16/2020,Science Park,29
5/16/2020,Shawmut,220
5/16/2020,South Station,796
5/16/2020,State Street,522
5/16/2020,Stony Brook,178
5/16/2020,Suffolk Downs,85
5/16/2020,Sullivan Square,902
5/16/2020,Symphony,106
5/16/2020,Tufts Medical Center,481
5/16/2020,Wellington,530
5/16/2020,Wollaston,211
5/16/2020,Wonderland,790
5/16/2020,Wood Island,277
5/16/2020,World Trade Center,52
5/17/2020,Airport,840
5/17/2020,Alewife,418
5/17/2020,Andrew,629
5/17/2020,Aquarium,269
5/17/2020,Arlington,168
5/17/2020,Ashmont,823
5/17/2020,Assembly,140
5/17/2020,Back Bay,582
5/17/2020,Beachmont,359
5/17/2020,Bowdoin,186
5/17/2020,Boylston,208
5/17/2020,Braintree,230
5/17/2020,Broadway,326
5/17/2020,Central,879
5/17/2020,Charles/MGH,566
5/17/2020,Chinatown,323
5/17/2020,Community College,167
5/17/2020,Copley,348
5/17/2020,Courthouse,88
5/17/2020,Davis,357
5/17/2020,Downtown Crossing,571
5/17/2020,Fields Corner,645
5/17/2020,Forest Hills,1009
5/17/2020,Government Center,205
5/17/2020,Green Street,130
5/17/2020,Harvard,702
5/17/2020,Haymarket,624
5/17/2020,Hynes Convention Center,223
5/17/2020,Jackson Square,467
5/17/2020,JFK/Umass,449
5/17/2020,Kendall/MIT,325
5/17/2020,Kenmore,313
5/17/2020,Lechmere,254
5/17/2020,Malden Center,571
5/17/2020,Massachusetts Ave.,381
5/17/2020,Maverick,1194
5/17/2020,North Quincy,238
5/17/2020,North Station,624
5/17/2020,Oak Grove,212
5/17/2020,Orient Heights,447
5/17/2020,Park Street,539
5/17/2020,Porter,337
5/17/2020,Prudential,117
5/17/2020,Quincy Adams,128
5/17/2020,Quincy Center,563
5/17/2020,Revere Beach,426
5/17/2020,Riverside,44
5/17/2020,Roxbury Crossing,235
5/17/2020,Ruggles,537
5/17/2020,Savin Hill,182
5/17/2020,Science Park,25
5/17/2020,Shawmut,161
5/17/2020,South Station,726
5/17/2020,State Street,398
5/17/2020,Stony Brook,146
5/17/2020,Suffolk Downs,85
5/17/2020,Sullivan Square,602
5/17/2020,Symphony,93
5/17/2020,Tufts Medical Center,343
5/17/2020,Wellington,386
5/17/2020,Wollaston,188
5/17/2020,Wonderland,646
5/17/2020,Wood Island,207
5/17/2020,World Trade Center,44
5/18/2020,Airport,206
5/18/2020,Alewife,697
5/18/2020,Andrew,1139
5/18/2020,Aquarium,13
5/18/2020,Arlington,328
5/18/2020,Ashmont,1617
5/18/2020,Assembly,282
5/18/2020,Back Bay,808
5/18/2020,Bowdoin,1
5/18/2020,Boylston,359
5/18/2020,Braintree,492
5/18/2020,Broadway,603
5/18/2020,Central,1397
5/18/2020,Charles/MGH,1495
5/18/2020,Chinatown,503
5/18/2020,Community College,261
5/18/2020,Copley,548
5/18/2020,Courthouse,200
5/18/2020,Davis,622
5/18/2020,Downtown Crossing,1491
5/18/2020,Fields Corner,938
5/18/2020,Forest Hills,1845
5/18/2020,Government Center,2017
5/18/2020,Green Street,244
5/18/2020,Harvard,1162
5/18/2020,Haymarket,1372
5/18/2020,Hynes Convention Center,367
5/18/2020,Jackson Square,872
5/18/2020,JFK/Umass,676
5/18/2020,Kendall/MIT,621
5/18/2020,Kenmore,449
5/18/2020,Lechmere,497
5/18/2020,Malden Center,1213
5/18/2020,Massachusetts Ave.,770
5/18/2020,Maverick,9
5/18/2020,North Quincy,509
5/18/2020,North Station,1141
5/18/2020,Oak Grove,431
5/18/2020,Park Street,1039
5/18/2020,Porter,496
5/18/2020,Prudential,168
5/18/2020,Quincy Adams,338
5/18/2020,Quincy Center,1060
5/18/2020,Riverside,94
5/18/2020,Roxbury Crossing,405
5/18/2020,Ruggles,1043
5/18/2020,Savin Hill,251
5/18/2020,Science Park,60
5/18/2020,Shawmut,382
5/18/2020,South Station,1464
5/18/2020,State Street,1232
5/18/2020,Stony Brook,253
5/18/2020,Sullivan Square,1220
5/18/2020,Symphony,148
5/18/2020,Tufts Medical Center,787
5/18/2020,Wellington,720
5/18/2020,Wollaston,327
5/18/2020,Wonderland,60
5/18/2020,Wood Island,37
5/18/2020,World Trade Center,94
5/19/2020,Airport,62
5/19/2020,Alewife,748
5/19/2020,Andrew,1158
5/19/2020,Aquarium,16
5/19/2020,Arlington,317
5/19/2020,Ashmont,1723
5/19/2020,Assembly,269
5/19/2020,Back Bay,934
5/19/2020,Bowdoin,7
5/19/2020,Boylston,365
5/19/2020,Braintree,470
5/19/2020,Broadway,654
5/19/2020,Central,1405
5/19/2020,Charles/MGH,1593
5/19/2020,Chinatown,479
5/19/2020,Community College,310
5/19/2020,Copley,502
5/19/2020,Courthouse,229
5/19/2020,Davis,668
5/19/2020,Downtown Crossing,1565
5/19/2020,Fields Corner,945
5/19/2020,Forest Hills,1912
5/19/2020,Government Center,2213
5/19/2020,Green Street,278
5/19/2020,Harvard,1113
5/19/2020,Haymarket,1493
5/19/2020,Hynes Convention Center,362
5/19/2020,Jackson Square,941
5/19/2020,JFK/Umass,656
5/19/2020,Kendall/MIT,721
5/19/2020,Kenmore,492
5/19/2020,Lechmere,477
5/19/2020,Malden Center,1226
5/19/2020,Massachusetts Ave.,765
5/19/2020,Maverick,5
5/19/2020,North Quincy,552
5/19/2020,North Station,1122
5/19/2020,Oak Grove,408
5/19/2020,Orient Heights,37
5/19/2020,Park Street,1057
5/19/2020,Porter,532
5/19/2020,Prudential,161
5/19/2020,Quincy Adams,293
5/19/2020,Quincy Center,1063
5/19/2020,Riverside,84
5/19/2020,Roxbury Crossing,472
5/19/2020,Ruggles,996
5/19/2020,Savin Hill,260
5/19/2020,Science Park,82
5/19/2020,Shawmut,391
5/19/2020,South Station,1437
5/19/2020,State Street,1240
5/19/2020,Stony Brook,269
5/19/2020,Sullivan Square,1282
5/19/2020,Symphony,135
5/19/2020,Tufts Medical Center,827
5/19/2020,Wellington,775
5/19/2020,Wollaston,371
5/19/2020,Wonderland,69
5/19/2020,Wood Island,20
5/19/2020,World Trade Center,60
5/20/2020,Airport,14
5/20/2020,Alewife,714
5/20/2020,Andrew,1166
5/20/2020,Aquarium,16
5/20/2020,Arlington,353
5/20/2020,Ashmont,1703
5/20/2020,Assembly,339
5/20/2020,Back Bay,1003
5/20/2020,Bowdoin,5
5/20/2020,Boylston,350
5/20/2020,Braintree,472
5/20/2020,Broadway,646
5/20/2020,Central,1328
5/20/2020,Charles/MGH,1615
5/20/2020,Chinatown,511
5/20/2020,Community College,293
5/20/2020,Copley,575
5/20/2020,Courthouse,227
5/20/2020,Davis,560
5/20/2020,Downtown Crossing,1537
5/20/2020,Fields Corner,878
5/20/2020,Forest Hills,2027
5/20/2020,Government Center,2276
5/20/2020,Green Street,272
5/20/2020,Harvard,1171
5/20/2020,Haymarket,1527
5/20/2020,Hynes Convention Center,389
5/20/2020,Jackson Square,978
5/20/2020,JFK/Umass,744
5/20/2020,Kendall/MIT,651
5/20/2020,Kenmore,519
5/20/2020,Lechmere,534
5/20/2020,Malden Center,1314
5/20/2020,Massachusetts Ave.,810
5/20/2020,Maverick,4
5/20/2020,North Quincy,549
5/20/2020,North Station,1172
5/20/2020,Oak Grove,429
5/20/2020,Park Street,1074
5/20/2020,Porter,502
5/20/2020,Prudential,162
5/20/2020,Quincy Adams,334
5/20/2020,Quincy Center,1059
5/20/2020,Riverside,77
5/20/2020,Roxbury Crossing,501
5/20/2020,Ruggles,1060
5/20/2020,Savin Hill,279
5/20/2020,Science Park,52
5/20/2020,Shawmut,388
5/20/2020,South Station,1369
5/20/2020,State Street,1331
5/20/2020,Stony Brook,265
5/20/2020,Sullivan Square,1330
5/20/2020,Symphony,172
5/20/2020,Tufts Medical Center,837
5/20/2020,Wellington,797
5/20/2020,Wollaston,402
5/20/2020,Wonderland,1
5/20/2020,Wood Island,17
5/20/2020,World Trade Center,44
5/21/2020,Alewife,741
5/21/2020,Andrew,1208
5/21/2020,Aquarium,10
5/21/2020,Arlington,351
5/21/2020,Ashmont,1736
5/21/2020,Assembly,347
5/21/2020,Back Bay,1006
5/21/2020,Bowdoin,7
5/21/2020,Boylston,362
5/21/2020,Braintree,504
5/21/2020,Broadway,684
5/21/2020,Central,1368
5/21/2020,Charles/MGH,1616
5/21/2020,Chinatown,561
5/21/2020,Community College,285
5/21/2020,Copley,624
5/21/2020,Courthouse,201
5/21/2020,Davis,670
5/21/2020,Downtown Crossing,1513
5/21/2020,Fields Corner,1016
5/21/2020,Forest Hills,1969
5/21/2020,Government Center,2160
5/21/2020,Green Street,259
5/21/2020,Harvard,1192
5/21/2020,Haymarket,1554
5/21/2020,Hynes Convention Center,437
5/21/2020,Jackson Square,950
5/21/2020,JFK/Umass,763
5/21/2020,Kendall/MIT,650
5/21/2020,Kenmore,484
5/21/2020,Lechmere,504
5/21/2020,Malden Center,1301
5/21/2020,Massachusetts Ave.,786
5/21/2020,North Quincy,559
5/21/2020,North Station,1125
5/21/2020,Oak Grove,460
5/21/2020,Park Street,1044
5/21/2020,Porter,495
5/21/2020,Prudential,169
5/21/2020,Quincy Adams,331
5/21/2020,Quincy Center,1056
5/21/2020,Riverside,77
5/21/2020,Roxbury Crossing,479
5/21/2020,Ruggles,977
5/21/2020,Savin Hill,323
5/21/2020,Science Park,75
5/21/2020,Shawmut,393
5/21/2020,South Station,1402
5/21/2020,State Street,1295
5/21/2020,Stony Brook,261
5/21/2020,Sullivan Square,1341
5/21/2020,Symphony,150
5/21/2020,Tufts Medical Center,789
5/21/2020,Wellington,791
5/21/2020,Wollaston,393
5/21/2020,Wood Island,10
5/21/2020,World Trade Center,37
5/22/2020,Alewife,762
5/22/2020,Andrew,1217
5/22/2020,Aquarium,10
5/22/2020,Arlington,410
5/22/2020,Ashmont,1666
5/22/2020,Assembly,376
5/22/2020,Back Bay,1107
5/22/2020,Bowdoin,1
5/22/2020,Boylston,361
5/22/2020,Braintree,469
5/22/2020,Broadway,329
5/22/2020,Central,1335
5/22/2020,Charles/MGH,1618
5/22/2020,Chinatown,487
5/22/2020,Community College,322
5/22/2020,Copley,556
5/22/2020,Courthouse,248
5/22/2020,Davis,715
5/22/2020,Downtown Crossing,1656
5/22/2020,Fields Corner,1068
5/22/2020,Forest Hills,2092
5/22/2020,Government Center,2269
5/22/2020,Green Street,303
5/22/2020,Harvard,1331
5/22/2020,Haymarket,1889
5/22/2020,Hynes Convention Center,430
5/22/2020,Jackson Square,1021
5/22/2020,JFK/Umass,856
5/22/2020,Kendall/MIT,721
5/22/2020,Kenmore,488
5/22/2020,Lechmere,528
5/22/2020,Malden Center,1324
5/22/2020,Massachusetts Ave.,858
5/22/2020,North Quincy,561
5/22/2020,North Station,1270
5/22/2020,Oak Grove,489
5/22/2020,Orient Heights,2
5/22/2020,Park Street,1143
5/22/2020,Porter,535
5/22/2020,Prudential,144
5/22/2020,Quincy Adams,316
5/22/2020,Quincy Center,1134
5/22/2020,Revere Beach,1
5/22/2020,Riverside,81
5/22/2020,Roxbury Crossing,521
5/22/2020,Ruggles,1085
5/22/2020,Savin Hill,348
5/22/2020,Science Park,61
5/22/2020,Shawmut,430
5/22/2020,South Station,1515
5/22/2020,State Street,1410
5/22/2020,Stony Brook,300
5/22/2020,Suffolk Downs,70
5/22/2020,Sullivan Square,1391
5/22/2020,Symphony,178
5/22/2020,Tufts Medical Center,795
5/22/2020,Wellington,834
5/22/2020,Wollaston,416
5/22/2020,Wood Island,17
5/22/2020,World Trade Center,51
5/23/2020,Alewife,446
5/23/2020,Andrew,752
5/23/2020,Arlington,228
5/23/2020,Ashmont,1068
5/23/2020,Assembly,247
5/23/2020,Back Bay,733
5/23/2020,Boylston,243
5/23/2020,Braintree,264
5/23/2020,Broadway,189
5/23/2020,Central,941
5/23/2020,Charles/MGH,720
5/23/2020,Chinatown,372
5/23/2020,Community College,193
5/23/2020,Copley,261
5/23/2020,Courthouse,138
5/23/2020,Davis,470
5/23/2020,Downtown Crossing,920
5/23/2020,Fields Corner,744
5/23/2020,Forest Hills,1298
5/23/2020,Government Center,1523
5/23/2020,Green Street,171
5/23/2020,Harvard,926
5/23/2020,Haymarket,1256
5/23/2020,Hynes Convention Center,305
5/23/2020,Jackson Square,682
5/23/2020,JFK/Umass,470
5/23/2020,Kendall/MIT,343
5/23/2020,Kenmore,344
5/23/2020,Lechmere,450
5/23/2020,Malden Center,873
5/23/2020,Massachusetts Ave.,460
5/23/2020,North Quincy,321
5/23/2020,North Station,657
5/23/2020,Oak Grove,285
5/23/2020,Orient Heights,3
5/23/2020,Park Street,715
5/23/2020,Porter,341
5/23/2020,Prudential,124
5/23/2020,Quincy Adams,179
5/23/2020,Quincy Center,757
5/23/2020,Riverside,32
5/23/2020,Roxbury Crossing,325
5/23/2020,Ruggles,646
5/23/2020,Savin Hill,188
5/23/2020,Science Park,44
5/23/2020,Shawmut,204
5/23/2020,South Station,937
5/23/2020,State Street,861
5/23/2020,Stony Brook,187
5/23/2020,Sullivan Square,874
5/23/2020,Symphony,108
5/23/2020,Tufts Medical Center,405
5/23/2020,Wellington,546
5/23/2020,Wollaston,289
5/23/2020,Wood Island,10
5/23/2020,World Trade Center,36
5/24/2020,Alewife,430
5/24/2020,Andrew,600
5/24/2020,Arlington,179
5/24/2020,Ashmont,873
5/24/2020,Assembly,199
5/24/2020,Back Bay,615
5/24/2020,Boylston,236
5/24/2020,Braintree,216
5/24/2020,Broadway,116
5/24/2020,Central,832
5/24/2020,Charles/MGH,683
5/24/2020,Chinatown,340
5/24/2020,Community College,182
5/24/2020,Copley,404
5/24/2020,Courthouse,110
5/24/2020,Davis,400
5/24/2020,Downtown Crossing,822
5/24/2020,Fields Corner,600
5/24/2020,Forest Hills,1045
5/24/2020,Government Center,1148
5/24/2020,Green Street,143
5/24/2020,Harvard,789
5/24/2020,Haymarket,836
5/24/2020,Hynes Convention Center,239
5/24/2020,Jackson Square,504
5/24/2020,JFK/Umass,485
5/24/2020,Kendall/MIT,329
5/24/2020,Kenmore,326
5/24/2020,Malden Center,617
5/24/2020,Massachusetts Ave.,409
5/24/2020,North Quincy,264
